country,year,gdp,pop,unemp
BT,2005,0.975999031580887,0.648739,3.09999990463257
BT,2006,1.04431640760137,0.65741,3.13000011444092
BT,2007,1.23606181907918,0.664876,3.70000004768372
BT,2008,1.2953861192204,0.671613,3.6800000667572
BW,2005,10.2309619417274,1.799078,19.7700004577637
BW,2006,11.0866664076476,1.835908,17.7800006866455
BW,2007,12.0042835987785,1.875459,17
BW,2008,12.7540036118062,1.915639,16.3500003814697
BY,2005,40.2423347957495,9.663915,8.4399995803833
BY,2006,44.2665661877427,9.604924,7.69999980926514
BY,2007,48.0734937732612,9.560953,7.01000022888184
BY,2008,52.9769898687029,9.527985,6.42000007629395
BZ,2005,1.22366100479466,0.2838,10.9099998474121
BZ,2006,1.28263054409006,0.291329,9.39000034332275
BZ,2007,1.28917633520951,0.299025,8.51000022888184
BZ,2008,1.33413558474046,0.306823,8.18000030517578
CA,2005,1433.91452110835,32.243753,6.76000022888184
CA,2006,1493.64878498776,32.571174,6.32000017166138
CA,2007,1596.2416777263502,32.889025,6.03999996185303
CA,2008,1612.32577114548,33.247118,6.1399998664856
CD,2005,16.4665837219743,54.785903,2.84999990463257
CD,2006,17.3427672769549,56.578037,2.98000001907349
CD,2007,18.428333938383,58.453683,3.10999989509583
CD,2008,19.5756625248682,60.411195,3.28999996185303
CF,2005,1.68603215847995,4.038382,4.38000011444092
CF,2006,1.76647419314574,4.118069,4.26999998092651
CF,2007,1.84786510729104,4.19801,4.17000007629395
CF,2008,1.88582267659599,4.273366,4.11999988555908
CG,2005,9.99384747628214,3.622775,19.7999992370605
CG,2006,10.791979957407,3.745141,18.6100006103516
CG,2007,10.0781989637311,3.876119,17.4899997711182
CG,2008,10.7137680799628,4.011486,16.5200004577637
CH,2005,524.104193560188,7.437115,4.44000005722046
CH,2006,545.008792163317,7.483934,4
CH,2007,567.418887613848,7.551117,3.65000009536743
CH,2008,579.645073513066,7.647675,3.34999990463257
CI,2005,22.3225227066385,18.354514000000002,5.51000022888184
CI,2006,22.6608969623745,18.754916,5.6100001335144
CI,2007,23.060870129361,19.171237,5.71000003814697
CI,2008,23.6472714998262,19.605569,5.88000011444092
CL,2005,181.652337025042,16.182721,9.34000015258789
CL,2006,193.127635486362,16.354504,9.02000045776367
CL,2007,202.601172713024,16.530195,8.43000030517578
CL,2008,209.752043005204,16.708258,9.28999996185303
CM,2005,22.044058919062,17.73341,4.40000009536743
CM,2006,22.8062694649176,18.223674,3.69000005722046
CM,2007,23.9242788017318,18.730282,3.05999994277954
CM,2008,24.758949260439604,19.252666,3.30999994277954
CN,2005,3562.11006096101,1303.72,4.5
CN,2006,4015.2445025605,1311.02,4.40000009536743
CN,2007,4586.64836385138,1317.885,4.30000019073486
CN,2008,5029.29107060601,1324.655,4.59999990463257
CO,2005,230.473551392799,42.647731,11.8699998855591
CO,2006,245.954157224494,43.200901,11.5299997329712
CO,2007,262.527027188667,43.737512,11.1999998092651
CO,2008,271.146960850547,44.254972,11.2700004577637
CR,2005,29.5396360717379,4.285502,6.57000017166138
CR,2006,31.6776359845108,4.345412,5.73999977111816
CR,2007,34.2650323946392,4.404628,4.48999977111816
CR,2008,35.858218735351095,4.463125,4.78000020980835
CU,2005,49.4814773793051,11.261582,1.95000004768372
CU,2006,55.4518447061798,11.261248,1.9099999666214
CU,2007,59.4788336191821,11.251122,1.78999996185303
CU,2008,61.927474920461,11.236971,1.58000004291534
CV,2005,1.2525639002118,0.463032,10.6700000762939
CV,2006,1.35256547619448,0.46917,10.5100002288818
CV,2007,1.55775896415815,0.47506,10.3699998855591
CV,2008,1.66135804376208,0.480842,10.3100004196167
CW,2005,NA,0.137658,NA
CW,2006,NA,0.141239,NA
CW,2007,NA,0.144056,NA
CW,2008,NA,0.14588,NA
CY,2005,22.5686172610367,1.027662,5.30000019073486
CY,2006,23.632463210924,1.045507,4.53999996185303
CY,2007,24.8372623624553,1.063713,3.92000007629395
CY,2008,25.74303062442,1.081563,3.66000008583069
CZ,2005,184.954402823471,10.211216,7.92999982833862
CZ,2006,197.470142753551,10.238905,7.15000009536743
CZ,2007,208.46989885069,10.298828,5.32000017166138
CZ,2008,214.07025912750203,10.384603,4.3899998664856
DE,2005,3202.8464511257403,82.469422,11.1700000762939
DE,2006,3325.0812254951497,82.376451,10.25
DE,2007,3424.05077625182,82.266372,8.65999984741211
DE,2008,3456.91752517573,82.110097,7.53000020980835
DJ,2005,NA,0.783254,11.5200004577637
DJ,2006,NA,0.794563,11.3400001525879
DJ,2007,NA,0.805451,11.1700000762939
DJ,2008,NA,0.816358,11.1000003814697
DK,2005,318.622825351085,5.419432,4.82999992370605
DK,2006,331.09056192779104,5.437272,3.90000009536743
DK,2007,334.100966204774,5.461438,3.79999995231628
DK,2008,332.39031331310304,5.493621,3.6800000667572
DM,2005,0.41626499819491103,0.070589,NA
DM,2006,0.43565778327336,0.070718,NA
DM,2007,0.463338430723785,0.070795,NA
DM,2008,0.496331564505336,0.070827,NA
DO,2005,40.68941452219181,9.097257,6.59000015258789
DO,2006,44.4224060205487,9.218686,5.65999984741211
DO,2007,47.716750200915705,9.338861,5.15999984741211
DO,2008,49.2482213330284,9.458075,4.76000022888184
DZ,2005,142.183670715772,33.149724,15.2700004577637
DZ,2006,144.600793117941,33.641002,12.2700004577637
DZ,2007,149.51722008395,34.166972,13.789999961853
DZ,2008,153.105633365965,34.730608,11.3299999237061
EC,2005,58.8762856689747,13.825847,3.77999997138977
EC,2006,61.4689184716664,14.059384,3.54999995231628
EC,2007,62.8151271092433,14.296557,3.14000010490417
EC,2008,66.8083667760763,14.535739,3.92000007629395
EE,2005,20.0073940860989,1.354775,8.02999973297119
EE,2006,21.9518646489045,1.34681,5.92000007629395
EE,2007,23.6144066962817,1.34068,4.59000015258789
EE,2008,22.412683023018904,1.33709,5.46000003814697
EG,2005,162.28167222638,75.523569,11.1999998092651
EG,2006,173.387967296922,76.873663,10.4899997711182
EG,2007,185.677407198797,78.232126,8.80000019073486
EG,2008,198.965008971328,79.636079,8.52000045776367
ER,2005,1.65238012239709,2.826659,6.76000022888184
ER,2006,1.63636497451846,2.918205,6.61999988555908
ER,2007,1.65971299095905,2.996536,6.5
ER,2008,1.4973427705192102,3.062779,6.44000005722046
ES,2005,1354.51360558153,43.653155,9.14999961853027
ES,2006,1410.08560255984,44.397319,8.44999980926514
ES,2007,1460.91478865992,45.226803,8.22999954223633
ES,2008,1473.87522382773,45.954106,11.25
ET,2005,17.8607759230952,76.346311,2.5
ET,2006,19.7959422462104,78.489206,2.39000010490417
ET,2007,22.0637984491645,80.674348,2.28999996185303
ET,2008,24.4441561294695,82.916235,2.24000000953674
FI,2005,237.954222101415,5.246096,8.38000011444092
FI,2006,247.537613424007,5.266268,7.71999979019165
FI,2007,260.655464541708,5.28872,6.84999990463257
FI,2008,262.69899050961897,5.313399,6.36999988555908
FJ,2005,3.03173828533158,0.821604,3.89000010490417
FJ,2006,3.08790074810844,0.82787,3.86999988555908
FJ,2007,3.06163338730472,0.83619,3.86999988555908
FJ,2008,3.09325375997435,0.845361,3.91000008583069
FM,2005,0.300081139479451,0.106129,NA
FM,2006,0.29983790783135905,0.105371,NA
FM,2007,0.29433232826185,0.104444,NA
FM,2008,0.287243355955513,0.103543,NA
FO,2005,NA,0.047722,NA
FO,2006,NA,0.047792,NA
FO,2007,NA,0.047825,NA
FO,2008,NA,0.04782,NA
FR,2005,2536.82107582756,63.179351,8.48999977111816
FR,2006,2598.95603315596,63.621381,8.44999980926514
FR,2007,2661.9738620412204,64.016225,7.65999984741211
FR,2008,2668.76045686206,64.374984,7.05999994277954
GA,2005,13.4541546901038,1.390549,16.9099998474121
GA,2006,13.0765532966302,1.430152,17.3700008392334
GA,2007,13.8622067446223,1.472575,17.8400001525879
GA,2008,13.4035852480849,1.51854,18.4400005340576
GB,2005,2415.0919343651804,60.401206,4.75
GB,2006,2482.43253605961,60.84682,5.34999990463257
GB,2007,2542.76937953251,61.322463,5.26000022888184
GB,2008,2535.62029300354,61.806995,5.61999988555908
GD,2005,0.8068695568773541,0.104661,NA
GD,2006,0.774632469576978,0.104933,NA
GD,2007,0.822066708874271,0.10519,NA
GD,2008,0.82985614134603,0.105456,NA
GE,2005,9.47977026895091,3.902469,13.8100004196167
GE,2006,10.3727428862052,3.880347,13.5699996948242
GE,2007,11.6775253833677,3.860158,13.2799997329712
GE,2008,11.9599547027672,3.848449,17.8700008392334
GH,2005,23.4860389761393,21.814642,5.5
GH,2006,24.9891249207416,22.379055,4.6399998664856
GH,2007,26.0753569917489,22.963946,4.69000005722046
GH,2008,28.4611997385771,23.563825,4.78999996185303
GI,2005,NA,0.033219,NA
GI,2006,NA,0.033417,NA
GI,2007,NA,0.033517,NA
GI,2008,NA,0.033559,NA
GL,2005,2.1266869365765197,0.056935,NA
GL,2006,2.24483917426788,0.056774,NA
GL,2007,2.2976476236197803,0.056555,NA
GL,2008,2.43932362511335,0.056328,NA
GM,2005,1.25470072029747,1.543741,9.40999984741211
GM,2006,1.24772984177412,1.591445,9.26000022888184
GM,2007,1.28570137404879,1.639848,9.11999988555908
GM,2008,1.36613363745789,1.689285,9.05000019073486
GN,2005,5.8753021563797505,9.109581,4.44999980926514
GN,2006,5.94371543922186,9.307425,4.34999990463257
GN,2007,6.34952109082652,9.518162,4.25
GN,2008,6.61217640591288,9.738792,4.21000003814697
GQ,2005,12.0846580463718,0.749535,8.42000007629395
GQ,2006,13.0157709918826,0.784496,8.26000022888184
GQ,2007,15.0048559423615,0.821687,8.11999988555908
GQ,2008,17.675586626849,0.86084,8.0600004196167
GR,2005,304.332233357346,10.987314,9.98999977111816
GR,2006,321.534410827606,11.020362,9.01000022888184
GR,2007,332.060633365953,11.048473,8.39999961853027
GR,2008,330.947657598659,11.077841,7.76000022888184
GT,2005,34.55067340536711,12.948292,3.01999998092651
GT,2006,36.4094225186929,13.21333,3.01999998092651
GT,2007,38.7046920622932,13.477017,3.02999997138977
GT,2008,39.9746239125379,13.739299,3.07999992370605
GU,2005,4.84585945502971,0.158402,7
GU,2006,4.660328826060231,0.158648,7.40000009536743
GU,2007,4.69843782011883,0.158847,8.30000019073486
GU,2008,4.77967014955952,0.159036,8.94999980926514
GW,2005,0.7208331353019709,1.34493,3.07999992370605
GW,2006,0.737479752961763,1.377581,2.98000001907349
GW,2007,0.7615433887985359,1.411543,2.90000009536743
GW,2008,0.7859399438301949,1.446936,2.85999989509583
GY,2005,2.7746153805022704,0.746163,11.0600004196167
GY,2006,2.91694231018393,0.746343,10.6999998092651
GY,2007,3.1267075927603103,0.746474,10.8400001525879
GY,2008,3.1815866502666403,0.746817,11.0500001907349
HK,2005,188.6488465167,6.8132,5.57999992370605
HK,2006,201.915881901268,6.8571,4.76999998092651
HK,2007,214.96944136231,6.9163,4.01000022888184
HK,2008,219.543765617888,6.9578,3.55999994277954
HN,2005,13.2684159967103,7.458985,4.90999984741211
HN,2006,14.1397851906771,7.634298,3.57999992370605
HN,2007,15.0148013589561,7.808518,3.21000003814697
HN,2008,15.650167709792,7.980955,3.16000008583069
HR,2005,58.2866554367013,4.310145,12.6000003814697
HR,2006,61.1970757939092,4.311159,11.1300001144409
HR,2007,64.2983141884647,4.310217,9.90999984741211
HR,2008,65.515772483174,4.309705,8.52999973297119
HT,2005,10.3594401393249,9.195288,14.3299999237061
HT,2006,10.5401670221847,9.344785,15.539999961853
HT,2007,11.1272675804092,9.495328,16.7999992370605
HT,2008,11.4030343569914,9.64658,16.0599994659424
HU,2005,132.67336963958,10.087065,7.19000005722046
HU,2006,138.021450771415,10.07137,7.48999977111816
HU,2007,138.35571264094298,10.05578,7.40999984741211
HU,2008,139.819916274643,10.038188,7.82000017166138
ID,2005,571.2049544346579,226.28947,7.94999980926514
ID,2006,602.626663572802,229.318262,7.55000019073486
ID,2007,640.863459320349,232.374245,8.0600004196167
ID,2008,679.4030882451669,235.469762,7.21000003814697
IE,2005,217.464682083501,4.159914,4.34000015258789
IE,2006,228.492099818956,4.273591,4.42000007629395
IE,2007,240.657630563929,4.398942,4.98000001907349
IE,2008,229.875245850048,4.489544,6.76999998092651
IL,2005,190.909184854182,6.9301,11.3400001525879
IL,2006,201.53220260413696,7.0537,10.710000038147
IL,2007,213.167629065822,7.1801,9.38000011444092
IL,2008,219.555160962208,7.3088,7.69999980926514
IM,2005,4.61730757370266,0.080305,NA
IM,2006,4.97284025687776,0.081285,NA
IM,2007,5.3458032761436005,0.082408,NA
IM,2008,5.60774763667463,0.083508,NA
IN,2005,1193.87273748577,1147.609927,5.65000009536743
IN,2006,1290.10762611685,1165.486291,5.51999998092651
IN,2007,1388.94038549375,1183.209472,5.40999984741211
IN,2008,1431.81278142086,1200.669765,5.3600001335144
IQ,2005,104.146477324797,26.922284,8.93000030517578
IQ,2006,114.725883865126,27.448124,8.77999973297119
IQ,2007,116.306345516024,27.911248,8.64999961853027
IQ,2008,125.876156193636,28.385746,8.39999961853027
IR,2005,400.129689618902,69.762347,12.1000003814697
IR,2006,420.135354881566,70.55476,11.1999998092651
IR,2007,454.400642918223,71.336475,10.6000003814697
IR,2008,455.540536710098,72.120604,10.4799995422363
IS,2005,12.9479926735017,0.296734,2.54999995231628
IS,2006,13.6276096567311,0.303782,2.82999992370605
IS,2007,14.9038788244529,0.311566,2.25
IS,2008,15.2007612333471,0.317414,2.95000004768372
IT,2005,2165.0231834248402,57.969484,7.73000001907349
IT,2006,2203.79094764615,58.143979,6.78000020980835
IT,2007,2236.5629273723903,58.43831,6.07999992370605
IT,2008,2215.0469048234304,58.826731,6.71999979019165
JM,2005,13.5478865513215,2.740003,11.2600002288818
JM,2006,13.9406567646644,2.754407,10.3299999237061
JM,2007,14.1402805619417,2.768227,9.75
JM,2008,14.0254987146735,2.781876,10.3299999237061
JO,2005,20.1386315674801,5.765635,14.8000001907349
JO,2006,21.7684460063253,5.99154,14
JO,2007,23.5482711608132,6.25528,13.1000003814697
JO,2008,25.2513572516829,6.556478,12.6999998092651
JP,2005,5672.306823996861,127.773,4.40000009536743
JP,2006,5752.8539527765,127.854,4.09999990463257
JP,2007,5848.0167355637,128.001,3.90000009536743
JP,2008,5784.06629823942,128.063,4
KE,2005,31.322527291253103,36.624895,2.85999989509583
KE,2006,33.3498760843647,37.649033,2.76999998092651
KE,2007,35.634585973744905,38.705932,2.69000005722046
KE,2008,35.7173589684514,39.791981,2.66000008583069
KG,2005,3.85938224705086,5.1626,8.10999965667725
KG,2006,3.97913496995716,5.2184,8.27000045776367
KG,2007,4.31906748628122,5.2684,8.10000038146973
KG,2008,4.681938955312781,5.3187,8.22000026702881
KH,2005,8.13833573042109,13.273354,1.32000005245209
KH,2006,9.01492268130467,13.477709,1.28999996185303
KH,2007,9.935578323299431,13.679962,1.25999999046326
KH,2008,10.6004252443636,13.883834,0.829999983310699
KI,2005,0.156554009173463,0.092325,NA
KI,2006,0.15647683536947302,0.094343,NA
KI,2007,0.159661056450992,0.096527,NA
KI,2008,0.156321846427942,0.098761,NA
KM,2005,0.78769558988797606,0.611627,4.84000015258789
KM,2006,0.808545541438264,0.626425,5.07000017166138
KM,2007,0.81501424818036,0.64162,5.30000019073486
KM,2008,0.847614589833848,0.657229,5.59000015258789
KN,2005,0.7238324192097669,0.046852,NA
KN,2006,0.746631608453542,0.047333,NA
KN,2007,0.7511159210377211,0.047769,NA
KN,2008,0.797096217056364,0.048178,NA
KP,2005,NA,23.904167,2.90000009536743
KP,2006,NA,24.054864,2.79999995231628
KP,2007,NA,24.188331,2.72000002861023
KP,2008,NA,24.310142,2.69000005722046
KR,2005,926.348700517723,48.184561,3.70000004768372
KR,2006,975.114721518432,48.438292,3.5
KR,2007,1031.666971895,48.683638,3.20000004768372
KR,2008,1062.75094169599,49.054708,3.20000004768372
KW,2005,108.941032798325,2.270198,1.49000000953674
KW,2006,117.127704117237,2.373672,1.29999995231628
KW,2007,124.145498953245,2.504019,1.5
KW,2008,127.224005582694,2.656009,1.75
KY,2005,NA,0.049261,NA
KY,2006,4.479431264710261,0.05074,NA
KY,2007,4.62109889290453,0.05228,NA
KY,2008,4.60458302201703,0.053836,NA
KZ,2005,109.482467339845,15.147029,8.13000011444092
KZ,2006,121.197091345208,15.308084,7.78999996185303
KZ,2007,131.983632474924,15.484192,7.26000022888184
KZ,2008,136.339092346875,15.674,6.63000011444092
LA,2005,4.84815605011908,5.751676,1.35000002384186
LA,2006,5.26603152629351,5.846074,1.14999997615814
LA,2007,5.66608292592663,5.944948,0.990000009536743
LA,2008,6.10944840532914,6.04662,0.850000023841858
LB,2005,26.6780079209637,4.698763,8.27000045776367
LB,2006,27.091387655956797,4.759753,8.61999988555908
LB,2007,29.6137644972332,4.767344,8.97999954223633
LB,2008,32.2994747849131,4.764741,7.44999980926514
LC,2005,1.32868807689073,0.163417,18.7000007629395
LC,2006,1.41100372185441,0.165381,16
LC,2007,1.43487252289791,0.167639,14
LC,2008,1.50588898348876,0.170011,12.7200002670288
LI,2005,NA,0.034713,NA
LI,2006,NA,0.03497,NA
LI,2007,NA,0.035217,NA
LI,2008,NA,0.035471,NA
LK,2005,41.6333341508608,19.544988,7.67000007629395
LK,2006,44.8258997412981,19.695972,6.5
LK,2007,47.8726382029726,19.842044,5.96999979019165
LK,2008,50.721102373424,19.983984,5.21999979019165
LR,2005,1.41033150746204,3.218116,2.26999998092651
LR,2006,1.52377725170187,3.329211,2.19000005722046
LR,2007,1.66907367723425,3.461911,2.13000011444092
LR,2008,1.78834049135975,3.60786,2.10999989509583
LS,2005,1.88927274274494,1.996114,30.7800006866455
LS,2006,1.96919077181558,1.989939,29.6900005340576
LS,2007,2.0643610476790197,1.986922,28.6499996185303
LS,2008,2.2034893540977896,1.987129,27.7600002288818
LT,2005,35.0312333068536,3.322528,8.32999992370605
LT,2006,37.6284914495308,3.269909,5.78000020980835
LT,2007,41.8080686646641,3.231294,4.25
LT,2008,42.9011084416057,3.198231,5.82999992370605
LU,2005,47.1580784875502,0.465158,4.48999977111816
LU,2006,49.6001523205634,0.472637,4.73000001907349
LU,2007,53.744023864362504,0.479993,4.07000017166138
LU,2008,53.056322729415704,0.48865,5.05999994277954
LV,2005,24.4573598983801,2.238799,10.0299997329712
LV,2006,27.388907798630505,2.218357,7.03000020980835
LV,2007,30.135220876892397,2.200325,6.05000019073486
LV,2008,29.1325316606019,2.177322,7.73999977111816
LY,2005,61.7140490451692,5.798614,19.0200004577637
LY,2006,65.7257999490192,5.886872,18.7999992370605
LY,2007,69.9009111089382,5.974787,18.6000003814697
LY,2008,71.76541710849581,6.058748,18.5100002288818
MA,2005,73.0140760045985,30.455561,11.0100002288818
MA,2006,78.5446233106445,30.804683,9.67000007629395
MA,2007,81.3185006338362,31.163673,9.5600004196167
MA,2008,86.13522123645039,31.536811,9.56999969482422
MC,2005,4.86305183613947,0.033843,NA
MC,2006,5.14530027840382,0.03419,NA
MC,2007,5.88771046002917,0.034525,NA
MC,2008,5.92697176189845,0.034872,NA
MD,2005,5.95397696716872,2.888111,7.28999996185303
MD,2006,6.23976785266749,2.880095,7.38000011444092
MD,2007,6.4269609032039,2.873429,5.07000017166138
MD,2008,6.92826386295101,2.867964,3.98000001907349
ME,2005,3.4428926509391897,0.614261,30.3099994659424
ME,2006,3.73782527863659,0.615025,24.5100002288818
ME,2007,3.99237680520863,0.615875,19.3999996185303
ME,2008,4.28073628211937,0.616969,17.1499996185303
MF,2005,NA,0.034248,NA
MF,2006,NA,0.035237,NA
MF,2007,NA,0.036137,NA
MF,2008,NA,0.036885,NA
MG,2005,8.69022964980676,18.336724,2.61999988555908
MG,2006,9.15937243177987,18.880269,2.83999991416931
MG,2007,9.6824242745301,19.43353,3.05999994277954
MG,2008,10.3323704577161,19.996473,3.33999991416931
MH,2005,0.154066926149678,0.055258,NA
MH,2006,0.155096338814835,0.055767,NA
MH,2007,0.159391140494216,0.056051,NA
MH,2008,0.148627306001046,0.056174,NA
MK,2005,7.73637612217433,2.060273,37.25
MK,2006,8.13379571016142,2.063131,36.0299987792969
MK,2007,8.66033590647652,2.065426,34.9300003051758
MK,2008,9.13422960767109,2.067313,33.7599983215332
ML,2005,8.53330359245586,12.775516,9.76000022888184
ML,2006,8.93114215276767,13.203378,10.7200002670288
ML,2007,9.24316203656838,13.651464,11.710000038147
ML,2008,9.684351570685418,14.113577,10.2299995422363
MM,2005,29.2753580775655,48.949924,0.790000021457672
MM,2006,33.1034335790232,49.30105,0.75
MM,2007,37.0730103788848,49.621475,0.720000028610229
MM,2008,40.8749608116237,49.929642,0.709999978542328
MN,2005,5.25276513174542,2.526424,7.09000015258789
MN,2006,5.70220405040528,2.558856,7.1399998664856
MN,2007,6.28656685431684,2.59382,7.19999980926514
MN,2008,6.84609443554697,2.631898,5.57000017166138
MO,2005,16.5257200391859,0.482858,4.09999990463257
MO,2006,18.72598146584,0.493799,3.79999995231628
MO,2007,21.4314414750733,0.504511,3.20000004768372
MO,2008,22.158796347977297,0.515239,3
MP,2005,1.2371612903225802,0.056542,NA
MP,2006,1.15190818858561,0.055882,NA
MP,2007,1.07458560794045,0.055219,NA
MP,2008,0.9556277915632748,0.054625,NA
MR,2005,4.73954227674321,3.024194,9.85999965667725
MR,2006,5.60845198264194,3.111906,9.69999980926514
MR,2007,5.4979978532828,3.202517,9.56999969482422
MR,2008,5.47979512623373,3.296238,9.51000022888184
MT,2005,7.76537552242283,0.403834,6.92000007629395
MT,2006,7.96029753426774,0.405308,6.80000019073486
MT,2007,8.34037832250278,0.406724,6.46999979019165
MT,2008,8.65951115292701,0.409379,5.98000001907349
MU,2005,7.93933902422559,1.228254,9.52000045776367
MU,2006,8.32563110468563,1.233996,9.03999996185303
MU,2007,8.80244134201384,1.23963,8.47999954223633
MU,2008,9.2766255623588,1.244121,7.17000007629395
MV,2005,1.74879959944967,0.319608,6.38000011444092
MV,2006,2.20543729320646,0.327487,7.3899998664856
MV,2007,2.37556179874616,0.335169,8.47000026702881
MV,2008,2.60089173791487,0.343452,9.71000003814697
MW,2005,4.86680993868561,12.625952,5.92999982833862
MW,2006,5.09555000541576,12.973699,5.80999994277954
MW,2007,5.58472280606858,13.341806,5.69999980926514
MW,2008,6.01138092801556,13.72789,5.65000009536743
